From	Entry	Entry Name	Gene Names	Organism	Gene Ontology (GO)
lcdH	A0A2A6LXN4	A0A2A6LXN4_RHIFR	lcdH CO661_15425	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; carnitine 3-dehydrogenase activity [GO:0047728]; NAD+ binding [GO:0070403]; carnitine metabolic process [GO:0009437]; cellular catabolic process [GO:0044248]; fatty acid metabolic process [GO:0006631]
lcdH	A0A2L0H6E5	A0A2L0H6E5_RHIFR	lcdH NXT3_CH02462	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; carnitine 3-dehydrogenase activity [GO:0047728]; NAD+ binding [GO:0070403]; carnitine metabolic process [GO:0009437]; cellular catabolic process [GO:0044248]; fatty acid metabolic process [GO:0006631]
lcdH	A0A844AHZ6	A0A844AHZ6_RHIFR	lcdH GHK48_24035 GHK48_24130	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; carnitine 3-dehydrogenase activity [GO:0047728]; NAD+ binding [GO:0070403]; carnitine metabolic process [GO:0009437]; cellular catabolic process [GO:0044248]; fatty acid metabolic process [GO:0006631]
dcp	A0A2L0H9W1	A0A2L0H9W1_RHIFR	dcp NXT3_CH03742	Rhizobium fredii (Sinorhizobium fredii)	carboxypeptidase activity [GO:0004180]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]
nasA	A0A2L0HFS3	A0A2L0HFS3_RHIFR	nasA napA NXT3_PC01192	Rhizobium fredii (Sinorhizobium fredii)	oxidoreductase complex [GO:1990204]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; molybdopterin cofactor binding [GO:0043546]; oxidoreductase activity [GO:0016491]; cellular respiration [GO:0045333]; nitrate assimilation [GO:0042128]
doeB	A0A2A6LT22	A0A2A6LT22_RHIFR	doeB CO661_24850	Rhizobium fredii (Sinorhizobium fredii)	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]; hydrolase activity, acting on ester bonds [GO:0016788]; metal ion binding [GO:0046872]
doeB	A0A844A4G7	A0A844A4G7_RHIFR	doeB GHK48_01985	Rhizobium fredii (Sinorhizobium fredii)	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]; hydrolase activity, acting on ester bonds [GO:0016788]; metal ion binding [GO:0046872]
fhs	A0A2A6M1V2	A0A2A6M1V2_RHIFR	fhs CO661_06395	Rhizobium fredii (Sinorhizobium fredii)	ATP binding [GO:0005524]; formate-tetrahydrofolate ligase activity [GO:0004329]; tetrahydrofolate interconversion [GO:0035999]
fhs	A0A2L0H6S9	A0A2L0H6S9_RHIFR	fhs NXT3_CH02603	Rhizobium fredii (Sinorhizobium fredii)	ATP binding [GO:0005524]; formate-tetrahydrofolate ligase activity [GO:0004329]; tetrahydrofolate interconversion [GO:0035999]
fhs	A0A844A8M7	A0A844A8M7_RHIFR	fhs GHK48_13695	Rhizobium fredii (Sinorhizobium fredii)	ATP binding [GO:0005524]; formate-tetrahydrofolate ligase activity [GO:0004329]; tetrahydrofolate interconversion [GO:0035999]
argG	A0A2A6M194	A0A2A6M194_RHIFR	argG CO661_10310	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; argininosuccinate synthase activity [GO:0004055]; ATP binding [GO:0005524]; arginine biosynthetic process [GO:0006526]; argininosuccinate metabolic process [GO:0000053]; urea cycle [GO:0000050]
argG	A0A2L0H9S6	A0A2L0H9S6_RHIFR	argG NXT3_CH03653	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; argininosuccinate synthase activity [GO:0004055]; ATP binding [GO:0005524]; arginine biosynthetic process [GO:0006526]; argininosuccinate metabolic process [GO:0000053]; urea cycle [GO:0000050]
argG	A0A844AF55	A0A844AF55_RHIFR	argG GHK48_19010	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; argininosuccinate synthase activity [GO:0004055]; ATP binding [GO:0005524]; arginine biosynthetic process [GO:0006526]; argininosuccinate metabolic process [GO:0000053]; urea cycle [GO:0000050]
pncA	A0A2L0H122	A0A2L0H122_RHIFR	pncA NXT3_CH00548	Rhizobium fredii (Sinorhizobium fredii)	metal ion binding [GO:0046872]; nicotinamidase activity [GO:0008936]; pyridine nucleotide biosynthetic process [GO:0019363]
pncA	D8FSJ6	D8FSJ6_RHIFR	pncA GHK48_21825	Rhizobium fredii (Sinorhizobium fredii)	hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; pyridine nucleotide biosynthetic process [GO:0019363]
rho	A0A2A6LU73	A0A2A6LU73_RHIFR	rho CO661_21035 GHK48_11020	Rhizobium fredii (Sinorhizobium fredii)	cytosol [GO:0005829]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on RNA [GO:0008186]; helicase activity [GO:0004386]; RNA binding [GO:0003723]; DNA-templated transcription termination [GO:0006353]
rho	A0A2L0H9X0	A0A2L0H9X0_RHIFR	rho NXT3_CH03773	Rhizobium fredii (Sinorhizobium fredii)	cytosol [GO:0005829]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on RNA [GO:0008186]; helicase activity [GO:0004386]; RNA binding [GO:0003723]; DNA-templated transcription termination [GO:0006353]
pstB	A0A2L0H2P5	A0A2L0H2P5_RHIFR	pstB NXT3_CH00482	Rhizobium fredii (Sinorhizobium fredii)	membrane [GO:0016020]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled phosphate ion transmembrane transporter activity [GO:0015415]; phosphate ion transmembrane transport [GO:0035435]
ftsQ	A0A2A6LX38	A0A2A6LX38_RHIFR	ftsQ CO661_15700 GHK48_24430	Rhizobium fredii (Sinorhizobium fredii)	cell division site [GO:0032153]; plasma membrane [GO:0005886]; cell septum assembly [GO:0090529]; FtsZ-dependent cytokinesis [GO:0043093]
ftsQ	A0A2L0H656	A0A2L0H656_RHIFR	ftsQ NXT3_CH02403	Rhizobium fredii (Sinorhizobium fredii)	cell division site [GO:0032153]; plasma membrane [GO:0005886]; cell septum assembly [GO:0090529]; FtsZ-dependent cytokinesis [GO:0043093]
puuR	A0A2L0H9S3	A0A2L0H9S3_RHIFR	puuR NXT3_CH03725	Rhizobium fredii (Sinorhizobium fredii)	DNA binding [GO:0003677]
bkdA2	A0A2L0H7P1	A0A2L0H7P1_RHIFR	bkdA2 NXT3_CH02919	Rhizobium fredii (Sinorhizobium fredii)	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity [GO:0003863]
tusA	A0A2L0H879	A0A2L0H879_RHIFR	tusA NXT3_CH03153	Rhizobium fredii (Sinorhizobium fredii)	transferase activity [GO:0016740]
rlmH	A0A2A6M0V9	A0A2A6M0V9_RHIFR	rlmH CO661_09945 GHK48_19370	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; rRNA (pseudouridine-N3-)-methyltransferase activity [GO:0070038]
rlmH	A0A2L0H9K8	A0A2L0H9K8_RHIFR	rlmH NXT3_CH03609	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; rRNA (pseudouridine-N3-)-methyltransferase activity [GO:0070038]
pgl	A0A2A6LTK8	A0A2A6LTK8_RHIFR	pgl CO661_22875 GHK48_25020	Rhizobium fredii (Sinorhizobium fredii)	6-phosphogluconolactonase activity [GO:0017057]; carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098]
pgl	A0A2L0H1D7	A0A2L0H1D7_RHIFR	pgl NXT3_CH00690	Rhizobium fredii (Sinorhizobium fredii)	6-phosphogluconolactonase activity [GO:0017057]; carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098]
gcvP	A0A2A6M3X0	A0A2A6M3X0_RHIFR	gcvP CO661_04525 GHK48_29910	Rhizobium fredii (Sinorhizobium fredii)	cytosol [GO:0005829]; glycine cleavage complex [GO:0005960]; glycine binding [GO:0016594]; glycine dehydrogenase (decarboxylating) activity [GO:0004375]; pyridoxal phosphate binding [GO:0030170]; glycine decarboxylation via glycine cleavage system [GO:0019464]
gcvP	A0A2L0H4R2	A0A2L0H4R2_RHIFR	gcvP NXT3_CH01909	Rhizobium fredii (Sinorhizobium fredii)	cytosol [GO:0005829]; glycine cleavage complex [GO:0005960]; glycine binding [GO:0016594]; glycine dehydrogenase (decarboxylating) activity [GO:0004375]; pyridoxal phosphate binding [GO:0030170]; glycine decarboxylation via glycine cleavage system [GO:0019464]
gcvP	C6KH52	C6KH52_RHIFR	gcvP	Rhizobium fredii (Sinorhizobium fredii)	cytosol [GO:0005829]; glycine cleavage complex [GO:0005960]; glycine binding [GO:0016594]; glycine dehydrogenase (decarboxylating) activity [GO:0004375]; pyridoxal phosphate binding [GO:0030170]; glycine decarboxylation via glycine cleavage system [GO:0019464]
ackA	A0A2A6LWC8	A0A2A6LWC8_RHIFR	ackA CO661_16520	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; acetate kinase activity [GO:0008776]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; acetyl-CoA biosynthetic process [GO:0006085]; organic acid metabolic process [GO:0006082]
ackA	A0A2L0H5X4	A0A2L0H5X4_RHIFR	ackA NXT3_CH02263	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; acetate kinase activity [GO:0008776]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; acetyl-CoA biosynthetic process [GO:0006085]; organic acid metabolic process [GO:0006082]
ackA	A0A844AES7	A0A844AES7_RHIFR	ackA GHK48_22975	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; acetate kinase activity [GO:0008776]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; acetyl-CoA biosynthetic process [GO:0006085]; organic acid metabolic process [GO:0006082]
greA	A0A2A6M4I8	A0A2A6M4I8_RHIFR	greA CO661_04635	Rhizobium fredii (Sinorhizobium fredii)	DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]; translation elongation factor activity [GO:0003746]; regulation of DNA-templated transcription elongation [GO:0032784]
greA	A0A2L0H4U2	A0A2L0H4U2_RHIFR	greA GHK48_30025 NXT3_CH01939	Rhizobium fredii (Sinorhizobium fredii)	DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]; translation elongation factor activity [GO:0003746]; regulation of DNA-templated transcription elongation [GO:0032784]
bioY	A0A2L0H1Y8	A0A2L0H1Y8_RHIFR	bioY NXT3_CH00896	Rhizobium fredii (Sinorhizobium fredii)	plasma membrane [GO:0005886]; biotin transmembrane transporter activity [GO:0015225]
rsmE	A0A2L0H1S2	A0A2L0H1S2_RHIFR	rsmE NXT3_CH00780	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; methyltransferase activity [GO:0008168]; methylation [GO:0032259]; rRNA processing [GO:0006364]
dadA	A0A2A6LRK4	A0A2A6LRK4_RHIFR	dadA CO661_24485	Rhizobium fredii (Sinorhizobium fredii)	D-amino-acid dehydrogenase activity [GO:0008718]; D-amino acid catabolic process [GO:0019478]
dadA	A0A2A6LWS8	A0A2A6LWS8_RHIFR	dadA CO661_15080	Rhizobium fredii (Sinorhizobium fredii)	D-amino-acid dehydrogenase activity [GO:0008718]; D-amino acid catabolic process [GO:0019478]
dadA	A0A2L0HF00	A0A2L0HF00_RHIFR	dadA-2 dadA NXT3_PC00920	Rhizobium fredii (Sinorhizobium fredii)	D-amino-acid dehydrogenase activity [GO:0008718]; D-amino acid catabolic process [GO:0019478]
dadA	A0A844AGU0	A0A844AGU0_RHIFR	dadA GHK48_25965	Rhizobium fredii (Sinorhizobium fredii)	D-amino-acid dehydrogenase activity [GO:0008718]; D-amino acid catabolic process [GO:0019478]
nuoN	A0A2A6LWK3	A0A2A6LWK3_RHIFR	nuoN CO661_15140	Rhizobium fredii (Sinorhizobium fredii)	plasma membrane [GO:0005886]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]; ATP synthesis coupled electron transport [GO:0042773]
nuoN	A0A2A6LYA2	A0A2A6LYA2_RHIFR	nuoN CO661_12370 GHK48_29140	Rhizobium fredii (Sinorhizobium fredii)	plasma membrane [GO:0005886]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]; ATP synthesis coupled electron transport [GO:0042773]
nuoN	A0A2L0H563	A0A2L0H563_RHIFR	nuoN-1 nuoN NXT3_CH01331	Rhizobium fredii (Sinorhizobium fredii)	plasma membrane [GO:0005886]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]; ATP synthesis coupled electron transport [GO:0042773]
nuoN	A0A2L0H6I7	A0A2L0H6I7_RHIFR	nuoN-2 nuoN NXT3_CH02512	Rhizobium fredii (Sinorhizobium fredii)	plasma membrane [GO:0005886]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]; ATP synthesis coupled electron transport [GO:0042773]
nuoN	A0A844AAL2	A0A844AAL2_RHIFR	nuoN GHK48_18260	Rhizobium fredii (Sinorhizobium fredii)	plasma membrane [GO:0005886]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH:ubiquinone reductase (non-electrogenic) activity [GO:0050136]; quinone binding [GO:0048038]; ATP synthesis coupled electron transport [GO:0042773]
rpsD	A0A2A6M440	A0A2A6M440_RHIFR	rpsD CO661_04955 GHK48_07835	Rhizobium fredii (Sinorhizobium fredii)	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
rpsD	A0A2L0H5T2	A0A2L0H5T2_RHIFR	rpsD NXT3_CH01997	Rhizobium fredii (Sinorhizobium fredii)	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
rutR	A0A2A6M1X9	A0A2A6M1X9_RHIFR	rutR CO661_07020 GHK48_12935	Rhizobium fredii (Sinorhizobium fredii)	DNA binding [GO:0003677]; negative regulation of DNA-templated transcription [GO:0045892]
rutR	A0A2L0H740	A0A2L0H740_RHIFR	rutR NXT3_CH02724	Rhizobium fredii (Sinorhizobium fredii)	DNA binding [GO:0003677]; negative regulation of DNA-templated transcription [GO:0045892]
mdeA	A0A2L0H6F4	A0A2L0H6F4_RHIFR	mdeA NXT3_CH02488	Rhizobium fredii (Sinorhizobium fredii)	methionine gamma-lyase activity [GO:0018826]; pyridoxal phosphate binding [GO:0030170]; transsulfuration [GO:0019346]
rsmD	A0A2A6LV80	A0A2A6LV80_RHIFR	rsmD CO661_18675	Rhizobium fredii (Sinorhizobium fredii)	methyltransferase activity [GO:0008168]; nucleic acid binding [GO:0003676]; rRNA methylation [GO:0031167]
rsmD	A0A2L0H1R7	A0A2L0H1R7_RHIFR	rsmD NXT3_CH00813	Rhizobium fredii (Sinorhizobium fredii)	methyltransferase activity [GO:0008168]; nucleic acid binding [GO:0003676]; rRNA methylation [GO:0031167]
rsmD	A0A844AFI5	A0A844AFI5_RHIFR	rsmD GHK48_20605	Rhizobium fredii (Sinorhizobium fredii)	methyltransferase activity [GO:0008168]; nucleic acid binding [GO:0003676]; rRNA methylation [GO:0031167]
dgkA	A0A2L0H5A0	A0A2L0H5A0_RHIFR	dgkA NXT3_CH02093	Rhizobium fredii (Sinorhizobium fredii)	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP-dependent diacylglycerol kinase activity [GO:0004143]; metal ion binding [GO:0046872]; phosphatidic acid biosynthetic process [GO:0006654]
acyP	A0A2L0HDS8	A0A2L0HDS8_RHIFR	acyP NXT3_PC00492	Rhizobium fredii (Sinorhizobium fredii)	acylphosphatase activity [GO:0003998]
ilvH	A0A2A6LQ01	A0A2A6LQ01_RHIFR	ilvN ilvH CO661_28990 GHK48_02785 NXT3_CH02342	Rhizobium fredii (Sinorhizobium fredii)	acetolactate synthase activity [GO:0003984]; acetolactate synthase regulator activity [GO:1990610]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]
dapB	A0A2A6M1N8	A0A2A6M1N8_RHIFR	dapB CO661_08045 GHK48_30470	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate reductase [GO:0008839]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor [GO:0016726]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
dapB	A0A2L0GZY2	A0A2L0GZY2_RHIFR	dapB NXT3_CH00141	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; 4-hydroxy-tetrahydrodipicolinate reductase [GO:0008839]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor [GO:0016726]; diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]
pgi	A0A2L0H0R4	A0A2L0H0R4_RHIFR	pgi NXT3_CH00467	Rhizobium fredii (Sinorhizobium fredii)	cytosol [GO:0005829]; carbohydrate derivative binding [GO:0097367]; glucose-6-phosphate isomerase activity [GO:0004347]; monosaccharide binding [GO:0048029]; gluconeogenesis [GO:0006094]; glucose 6-phosphate metabolic process [GO:0051156]; glycolytic process [GO:0006096]
pgi	A0A844AGY8	A0A844AGY8_RHIFR	pgi GHK48_22240	Rhizobium fredii (Sinorhizobium fredii)	cytosol [GO:0005829]; carbohydrate derivative binding [GO:0097367]; glucose-6-phosphate isomerase activity [GO:0004347]; monosaccharide binding [GO:0048029]; gluconeogenesis [GO:0006094]; glucose 6-phosphate metabolic process [GO:0051156]; glycolytic process [GO:0006096]
trpD	A0A2A6LS17	A0A2A6LS17_RHIFR	trpD CO661_24350 GHK48_29470	Rhizobium fredii (Sinorhizobium fredii)	cytosol [GO:0005829]; anthranilate phosphoribosyltransferase activity [GO:0004048]; magnesium ion binding [GO:0000287]; tryptophan biosynthetic process [GO:0000162]
trpD	A0A2L0H549	A0A2L0H549_RHIFR	trpD NXT3_CH01751	Rhizobium fredii (Sinorhizobium fredii)	cytosol [GO:0005829]; anthranilate phosphoribosyltransferase activity [GO:0004048]; magnesium ion binding [GO:0000287]; tryptophan biosynthetic process [GO:0000162]
hemN	A0A2A6LZ04	A0A2A6LZ04_RHIFR	hemN CO661_12770	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen dehydrogenase activity [GO:0051989]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]; protoporphyrinogen IX biosynthetic process [GO:0006782]
hemN	A0A844AC98	A0A844AC98_RHIFR	hemN GHK48_15985	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen dehydrogenase activity [GO:0051989]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]; protoporphyrinogen IX biosynthetic process [GO:0006782]
pgm	A0A2L0H8V0	A0A2L0H8V0_RHIFR	pgm NXT3_CH03376	Rhizobium fredii (Sinorhizobium fredii)	magnesium ion binding [GO:0000287]; phosphoglucomutase activity [GO:0004614]; carbohydrate metabolic process [GO:0005975]
recN	A0A2A6LY14	A0A2A6LY14_RHIFR	recN CO661_15725 GHK48_24455	Rhizobium fredii (Sinorhizobium fredii)	ATP binding [GO:0005524]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]
recN	A0A2L0H646	A0A2L0H646_RHIFR	recN NXT3_CH02398	Rhizobium fredii (Sinorhizobium fredii)	ATP binding [GO:0005524]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]
selO	A0A2A6LXE6	A0A2A6LXE6_RHIFR	selO CO661_13575 GHK48_33555	Rhizobium fredii (Sinorhizobium fredii)	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; nucleotidyltransferase activity [GO:0016779]
selO	A0A2L0H480	A0A2L0H480_RHIFR	selO NXT3_CH01004	Rhizobium fredii (Sinorhizobium fredii)	AMPylase activity [GO:0070733]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]
dinB	A0A2A6LZD6	A0A2A6LZD6_RHIFR	dinB CO661_12310 GHK48_29075	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; damaged DNA binding [GO:0003684]; DNA-directed DNA polymerase activity [GO:0003887]; magnesium ion binding [GO:0000287]; DNA repair [GO:0006281]; DNA-templated DNA replication [GO:0006261]
dinB	A0A2L0H391	A0A2L0H391_RHIFR	dinB-1 dinB NXT3_CH01343	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; damaged DNA binding [GO:0003684]; DNA-directed DNA polymerase activity [GO:0003887]; magnesium ion binding [GO:0000287]; DNA repair [GO:0006281]; DNA-templated DNA replication [GO:0006261]
dinB	A0A2L0HDS3	A0A2L0HDS3_RHIFR	dinB-2 dinB NXT3_PC00452	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; damaged DNA binding [GO:0003684]; DNA-directed DNA polymerase activity [GO:0003887]; magnesium ion binding [GO:0000287]; DNA repair [GO:0006281]; DNA-templated DNA replication [GO:0006261]
dinB	A0A844A7R4	A0A844A7R4_RHIFR	dinB GHK48_04385	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; damaged DNA binding [GO:0003684]; DNA-directed DNA polymerase activity [GO:0003887]; magnesium ion binding [GO:0000287]; DNA repair [GO:0006281]; DNA-templated DNA replication [GO:0006261]
blaP	A0A2L0H2E1	A0A2L0H2E1_RHIFR	blaP NXT3_CH01002	Rhizobium fredii (Sinorhizobium fredii)	beta-lactamase activity [GO:0008800]; beta-lactam antibiotic catabolic process [GO:0030655]; response to antibiotic [GO:0046677]
thiD	A0A2A6M5N6	A0A2A6M5N6_RHIFR	thiD CO661_03700	Rhizobium fredii (Sinorhizobium fredii)	phosphomethylpyrimidine kinase activity [GO:0008972]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]
thiD	A0A2L0HEC7	A0A2L0HEC7_RHIFR	thiD NXT3_PC00700	Rhizobium fredii (Sinorhizobium fredii)	hydroxymethylpyrimidine kinase activity [GO:0008902]; phosphomethylpyrimidine kinase activity [GO:0008972]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]
thiD	A0A844A3F4	A0A844A3F4_RHIFR	thiD GHK48_04790	Rhizobium fredii (Sinorhizobium fredii)	phosphomethylpyrimidine kinase activity [GO:0008972]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]
virB5	A0A2A6M6R5	A0A2A6M6R5_RHIFR	virB5 CO661_01455	Rhizobium fredii (Sinorhizobium fredii)	
virB5	A0A2L0HAH4	A0A2L0HAH4_RHIFR	virB5 NXT3_PA00123	Rhizobium fredii (Sinorhizobium fredii)	
virB5	A0A844A518	A0A844A518_RHIFR	virB5 GHK48_04540	Rhizobium fredii (Sinorhizobium fredii)	
virB5	A0A844AGS9	A0A844AGS9_RHIFR	virB5 GHK48_20790	Rhizobium fredii (Sinorhizobium fredii)	
regB	A0A2L0GZL0	A0A2L0GZL0_RHIFR	regB NXT3_CH00064	Rhizobium fredii (Sinorhizobium fredii)	membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155]
yajC	A0A2A6LU54	A0A2A6LU54_RHIFR	yajC CO661_21930	Rhizobium fredii (Sinorhizobium fredii)	plasma membrane [GO:0005886]
yajC	A0A2L0H3X4	A0A2L0H3X4_RHIFR	yajC NXT3_CH01604	Rhizobium fredii (Sinorhizobium fredii)	plasma membrane [GO:0005886]
yajC	A0A844A7B9	A0A844A7B9_RHIFR	yajC GHK48_12095	Rhizobium fredii (Sinorhizobium fredii)	plasma membrane [GO:0005886]
psuG	A0A2A6M453	A0A2A6M453_RHIFR	psuG CO661_05010 GHK48_07890	Rhizobium fredii (Sinorhizobium fredii)	hydrolase activity, acting on glycosyl bonds [GO:0016798]; metal ion binding [GO:0046872]; pseudouridylate synthase activity [GO:0004730]; nucleobase catabolic process [GO:0046113]
psuG	A0A2L0H5U3	A0A2L0H5U3_RHIFR	psuG NXT3_CH02007	Rhizobium fredii (Sinorhizobium fredii)	hydrolase activity, acting on glycosyl bonds [GO:0016798]; metal ion binding [GO:0046872]; pseudouridylate synthase activity [GO:0004730]; nucleobase catabolic process [GO:0046113]
rnr	A0A2A6LYX1	A0A2A6LYX1_RHIFR	rnr CO661_12260	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; exoribonuclease II activity [GO:0008859]; RNA binding [GO:0003723]; RNA metabolic process [GO:0016070]
rnr	A0A2L0H383	A0A2L0H383_RHIFR	rnr NXT3_CH01354	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; exoribonuclease II activity [GO:0008859]; RNA binding [GO:0003723]; RNA metabolic process [GO:0016070]
rnr	A0A844AN64	A0A844AN64_RHIFR	rnr GHK48_29025	Rhizobium fredii (Sinorhizobium fredii)	cytoplasm [GO:0005737]; exoribonuclease II activity [GO:0008859]; RNA binding [GO:0003723]; RNA metabolic process [GO:0016070]
smc	A0A2A6LYM7	A0A2A6LYM7_RHIFR	smc CO661_13265	Rhizobium fredii (Sinorhizobium fredii)	chromosome [GO:0005694]; cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; cohesin loader activity [GO:0061775]; double-stranded DNA binding [GO:0003690]; chromosome condensation [GO:0030261]; chromosome segregation [GO:0007059]; DNA replication [GO:0006260]; mitotic sister chromatid cohesion [GO:0007064]
smc	A0A2L0H427	A0A2L0H427_RHIFR	smc NXT3_CH00952	Rhizobium fredii (Sinorhizobium fredii)	chromosome [GO:0005694]; cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; cohesin loader activity [GO:0061775]; double-stranded DNA binding [GO:0003690]; chromosome condensation [GO:0030261]; chromosome segregation [GO:0007059]; DNA replication [GO:0006260]; mitotic sister chromatid cohesion [GO:0007064]
smc	A0A844AT05	A0A844AT05_RHIFR	smc GHK48_33245	Rhizobium fredii (Sinorhizobium fredii)	chromosome [GO:0005694]; cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; cohesin loader activity [GO:0061775]; double-stranded DNA binding [GO:0003690]; chromosome condensation [GO:0030261]; chromosome segregation [GO:0007059]; DNA replication [GO:0006260]; mitotic sister chromatid cohesion [GO:0007064]
ribF	A0A2L0H1T0	A0A2L0H1T0_RHIFR	ribF NXT3_CH00807	Rhizobium fredii (Sinorhizobium fredii)	ATP binding [GO:0005524]; FMN adenylyltransferase activity [GO:0003919]; riboflavin kinase activity [GO:0008531]; FAD biosynthetic process [GO:0006747]; FMN biosynthetic process [GO:0009398]; riboflavin biosynthetic process [GO:0009231]
tcyC	A0A2L0H9Q8	A0A2L0H9Q8_RHIFR	tcyC NXT3_CH03712	Rhizobium fredii (Sinorhizobium fredii)	plasma membrane [GO:0005886]; ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
